"V1" "V2"
"88" 0.0912335520165567 0.908766447983443
"89" 0.0603740934474621 0.939625906552538
"90" 0.0203773160074889 0.979622683992511
"91" 0.00664422953134569 0.993355770468654
"92" 0.0479581346823887 0.952041865317611
"93" 0.0977212158234547 0.902278784176545
"94" 0.137280932058916 0.862719067941084
"95" 0.0478149906518706 0.952185009348129
"96" 0.0337426005303915 0.966257399469608
"97" 0.32816752733184 0.67183247266816
"98" 0.164250345457415 0.835749654542585
"99" 0.11411297748949 0.88588702251051
"100" 0.111812902632495 0.888187097367505
"101" 0.92400184100451 0.0759981589954895
"102" 0.755569047711757 0.244430952288243
"103" 0.278996776178255 0.721003223821745
"104" 0.789174138459219 0.210825861540781
"105" 0.68497186132932 0.31502813867068
"106" 0.854199417630915 0.145800582369085
"107" 0.74250174776115 0.25749825223885
"108" 0.790311645814245 0.209688354185755
"109" 0.929858085006016 0.0701419149939837
"110" 0.775428164805276 0.224571835194724
"111" 0.625582923671872 0.374417076328128
"112" 0.572735032398766 0.427264967601234
"113" 0.773429822474515 0.226570177525485
"114" 0.90758047693174 0.0924195230682599
"115" 0.905637033006396 0.0943629669936036
"116" 0.737178542554386 0.262821457445614
"117" 0.763489179970925 0.236510820029075
"118" 0.77929426261498 0.22070573738502
"119" 0.746567585067769 0.253432414932231
"120" 0.430837801249123 0.569162198750877
"121" 0.790259737372234 0.209740262627766
"122" 0.901819390853762 0.0981806091462381
"123" 0.944503345892982 0.0554966541070179
"124" 0.502317246185163 0.497682753814837
"125" 0.655349015161051 0.344650984838949
"126" 0.780439439639522 0.219560560360478
"127" 0.960409709193234 0.0395902908067658
"128" 0.757897878255194 0.242102121744806
"129" 0.895294111521238 0.104705888478762
"130" 0.796534061211291 0.203465938788709
"131" 0.807544560539754 0.192455439460246
"132" 0.840259586530341 0.159740413469658
"133" 0.616349695426899 0.383650304573101
"134" 0.90687710309599 0.0931228969040097
"135" 0.52815796439613 0.47184203560387
"136" 0.534140869303586 0.465859130696414
"137" 0.984137274735347 0.0158627252646533
"138" 0.602034421758505 0.397965578241495
"139" 0.873931112389034 0.126068887610966
"140" 0.928054786083363 0.0719452139166373
"141" 0.898861590672652 0.101138409327348
"142" 0.817918743266232 0.182081256733768
"143" 0.471116221775018 0.528883778224982
"144" 0.747662235988997 0.252337764011003
"145" 0.912538778585579 0.0874612214144213
"146" 0.99740699519075 0.00259300480925019
"147" 0.885182439429194 0.114817560570806
"148" 0.869784752023354 0.130215247976646
"149" 0.863811317736961 0.136188682263039
"150" 0.675856476202507 0.324143523797493
"151" 0.864090520978861 0.135909479021139
"152" 0.767854964600796 0.232145035399204
"153" 0.899922666425287 0.100077333574713
"154" 0.703586085848884 0.296413914151116
"155" 0.672434223987142 0.327565776012858
"156" 0.872389577134892 0.127610422865108
"157" 0.784830952909543 0.215169047090457
"158" 0.830206730618859 0.169793269381141
"159" 0.648218115815412 0.351781884184588
"160" 0.969107558155019 0.0308924418449812
"161" 0.876664608354479 0.123335391645521
"162" 0.816945889344362 0.183054110655638
"163" 0.300390146091463 0.699609853908537
"164" 0.611684749491546 0.388315250508454
"165" 0.95167067923139 0.0483293207686104
"166" 0.760743990579949 0.239256009420051
"167" 0.713532163903694 0.286467836096306
"168" 0.60211729892224 0.39788270107776
"169" 0.91479604423025 0.0852039557697499
"170" 0.630113582273287 0.369886417726713
"171" 0.988862093566107 0.0111379064338924
"172" 0.84303070294077 0.15696929705923
"173" 0.830543236023051 0.169456763976949
"174" 1 0
"175" 0.800019529525726 0.199980470474274
"176" 0.861855486873945 0.138144513126055
"177" 0.823033612562058 0.176966387437942
"178" 0.797398382110832 0.202601617889168
"179" 0.760226219188667 0.239773780811333
"180" 0.687369417456825 0.312630582543175
"181" 0.498249864364397 0.501750135635603
"182" 0.667934228071102 0.332065771928899
"183" 0.90121376752997 0.0987862324700303
"184" 0.716403441447921 0.283596558552079
"185" 0.439260705811283 0.560739294188717
"186" 0.815085854307634 0.184914145692366
"187" 0.474707724955802 0.525292275044198
"188" 0.93084581319506 0.0691541868049401
"189" 0.779600220271828 0.220399779728172
"190" 0.354263171960085 0.645736828039915
"191" 0.940208180198888 0.0597918198011125
"192" 0.739347072740717 0.260652927259282
"193" 0.513166357685409 0.486833642314591
"194" 0.906528250250448 0.0934717497495518
"195" 0.828691282640602 0.171308717359398
"196" 0.643809247798358 0.356190752201642
"197" 0.614458847616426 0.385541152383574
"198" 0.932837525888934 0.0671624741110661
"199" 0.746807720350116 0.253192279649884
"200" 0.888120332512233 0.111879667487767
